1,1067,2.449489742783178,1000
2,533,2.449489742783178,1000
3,355,2.6457513110645907,1000
4,267,2.449489742783178,1000
5,214,2.23606797749979,1000
6,178,2.449489742783178,1000
7,152,2.6457513110645907,1000
8,134,2.23606797749979,1000
9,119,2.449489742783178,1000
10,107,2.449489742783178,1000
11,97,2.23606797749979,1000
12,90,2.23606797749979,1000
13,82,2.23606797749979,1000
14,76,2.23606797749979,1000
15,71,2.23606797749979,1000
16,67,2.23606797749979,1000
17,62,2.449489742783178,1000
18,59,2.449489742783178,1000
19,56,2.23606797749979,1000
20,54,1.4142135623730951,1000
21,51,2.23606797749979,1000
22,49,2.23606797749979,1000
23,47,2.23606797749979,1000
24,45,2.0,1000
25,44,1.4142135623730951,1000
26,42,2.449489742783178,1000
27,41,2.449489742783178,1000
28,39,2.23606797749979,1000
29,38,2.449489742783178,1000
30,37,2.449489742783178,1000
31,36,2.449489742783178,1000
32,35,2.23606797749979,1000
33,34,2.0,1000
34,33,2.6457513110645907,1000
35,31,2.6457513110645907,1000
36,31,2.449489742783178,1000
37,31,2.449489742783178,1000
38,30,2.6457513110645907,1000
39,29,2.449489742783178,1000
40,29,2.6457513110645907,1000
41,28,2.6457513110645907,1000
42,27,2.0,1000
43,27,2.6457513110645907,1000
44,26,2.449489742783178,1000
45,25,1.4142135623730951,1000
46,25,2.449489742783178,1000
47,25,2.6457513110645907,1000
48,24,2.6457513110645907,1000
49,24,2.449489742783178,1000
50,24,2.6457513110645907,1000
51,23,2.6457513110645907,1000
52,22,3.1622776601683795,1000
53,21,1.7320508075688772,1000
54,21,1.7320508075688772,1000
55,22,1.4142135623730951,1000
56,22,2.6457513110645907,1000
57,20,3.1622776601683795,1000
58,21,2.8284271247461903,1000
59,20,1.7320508075688772,1000
60,20,2.8284271247461903,1000
61,21,2.6457513110645907,1000
62,20,2.8284271247461903,1000
63,20,1.4142135623730951,1000
64,20,2.6457513110645907,1000
